#{"t_start": 1617611168.7877684, "env_id": null}
r,l,t
1.119048,6,900.911983
1.119048,6,901.095034
1.166667,8,901.293425
1.095238,5,901.414236
1.119048,6,901.602064
1.095238,5,901.722355
1.142857,7,901.901529
1.095238,5,902.023202
1.071429,4,902.153809
1.095238,5,902.270505
1.142857,7,902.441709
1.166667,8,902.666118
1.166667,8,902.851768
1.142857,7,903.026455
1.119048,6,903.213722
1.142857,7,903.385181
1.095238,5,903.500793
1.095238,5,903.652784
1.095238,5,903.766332
1.071429,4,903.853527
1.142857,7,904.018484
1.095238,5,904.174845
1.095238,5,904.288517
1.095238,5,904.40125
1.095238,5,904.559343
1.166667,8,904.753758
1.119048,6,904.894386
1.071429,4,905.021852
1.119048,6,905.162068
1.095238,5,905.278977
1.095238,5,905.404047
1.095238,5,905.56968
1.142857,7,905.750793
1.095238,5,905.874795
1.119048,6,906.02701
1.095238,5,906.191553
1.119048,6,908.577884
1.119048,6,908.714902
1.119048,6,908.894058
1.095238,5,909.006068
1.119048,6,909.141445
1.119048,6,909.327322
1.142857,7,909.512399
1.119048,6,909.652687
1.095238,5,909.76492
1.142857,7,909.967237
1.142857,7,910.137471
1.095238,5,910.261772
1.119048,6,910.45022
1.142857,7,910.630013
1.142857,7,910.817896
1.142857,7,911.043272
1.095238,5,911.159818
1.119048,6,911.300273
1.142857,7,911.51153
1.119048,6,911.651619
1.119048,6,911.793193
1.119048,6,911.974459
1.166667,8,912.17484
1.119048,6,912.361832
1.119048,6,912.505838
1.119048,6,912.64703
1.095238,5,912.761833
1.119048,6,912.953065
1.119048,6,913.111437
1.142857,7,913.29101
1.095238,5,913.451684
1.119048,6,913.593754
1.119048,6,913.736421
1.142857,7,913.950575
1.119048,6,914.104043
1.095238,5,914.22853
1.142857,7,914.410931
1.142857,7,914.634986
1.119048,6,914.791919
1.119048,6,914.937155
1.142857,7,915.15031
1.095238,5,915.26576
1.119048,6,915.410347
1.166667,8,915.650729
1.095238,5,915.76826
1.142857,7,915.937644
1.142857,7,916.148912
1.119048,6,916.291246
1.142857,7,916.477671
1.095238,5,916.645959
1.071429,4,916.74395
1.142857,7,916.923372
1.142857,7,917.151673
1.095238,5,917.28082
1.142857,7,917.458299
1.142857,7,917.66024
1.142857,7,917.816555
1.095238,5,917.924269
1.095238,5,918.033211
1.166667,8,918.266976
1.119048,6,918.419761
1.119048,6,918.57773
1.071429,4,918.711759
1.142857,7,918.891329
1.119048,6,919.037909
1.095238,5,919.162165
1.119048,6,919.350492
1.190476,9,919.609283
1.119048,6,919.803015
1.119048,6,919.95346
1.095238,5,920.076004
1.071429,4,920.168754
1.166667,8,920.417687
1.119048,6,920.568008
1.142857,7,920.785805
1.119048,6,920.933755
1.166667,8,921.140495
1.119048,6,921.349011
1.142857,7,921.537501
1.095238,5,921.650928
1.095238,5,921.764353
1.119048,6,921.954786
1.119048,6,922.109214
1.095238,5,922.232032
1.095238,5,922.395858
1.142857,7,922.576069
1.166667,8,922.795421
1.071429,4,922.881565
1.142857,7,923.098059
1.142857,7,923.269326
1.190476,9,923.55036
1.119048,6,923.697027
1.142857,7,923.868941
1.095238,5,924.02572
1.119048,6,924.168247
1.142857,7,924.340176
1.095238,5,924.458043
1.166667,8,924.786669
1.071429,4,924.908371
1.142857,7,925.094154
1.119048,6,925.275181
1.142857,7,925.445431
1.095238,5,925.55836
1.119048,6,925.742941
1.095238,5,925.859862
1.119048,6,926.003125
1.142857,7,926.161266
1.142857,7,926.361559
1.142857,7,926.525376
1.095238,5,926.641261
1.142857,7,926.867143
1.119048,6,927.038159
1.119048,6,927.224491
1.142857,7,927.397473
1.119048,6,927.552089
1.166667,8,927.794685
1.119048,6,927.939363
1.119048,6,928.081677
1.119048,6,928.266278
1.071429,4,928.354267
1.119048,6,928.498891
1.071429,4,928.587553
1.071429,4,928.676434
1.166667,8,928.922571
1.119048,6,929.070543
1.095238,5,929.202068
1.142857,7,929.439068
1.095238,5,929.57021
1.119048,6,929.724602
1.095238,5,929.846339
1.238095,11,930.16539
1.142857,7,930.34452
1.095238,5,930.537806
1.142857,7,930.773774
1.119048,6,930.951613
1.095238,5,931.16292
1.119048,6,931.32956
1.142857,7,931.523757
1.095238,5,931.701727
1.095238,5,931.830088
1.142857,7,932.025196
1.119048,6,932.194175
1.166667,8,932.458117
1.119048,6,932.603053
1.166667,8,932.863527
1.095238,5,933.002499
1.119048,6,933.159219
1.095238,5,933.291968
1.142857,7,933.549909
1.166667,8,933.775862
1.142857,7,933.997164
1.095238,5,934.114533
1.142857,7,934.298273
1.142857,7,934.553867
1.095238,5,934.689574
1.095238,5,934.816928
1.095238,5,934.953388
1.119048,6,935.167606
1.119048,6,935.360236
1.119048,6,935.537018
1.095238,5,935.726449
1.119048,6,935.892091
1.095238,5,936.029623
1.142857,7,936.237751
1.142857,7,936.481307
1.071429,4,936.583967
1.095238,5,936.718945
1.142857,7,936.957285
1.119048,6,937.110245
1.095238,5,937.25153
1.142857,7,937.501907
1.119048,6,937.663723
1.071429,4,937.761445
1.142857,7,937.989165
1.166667,8,938.263814
1.142857,7,938.473031
1.119048,6,938.685692
1.119048,6,938.873908
1.095238,5,939.003903
1.095238,5,939.127806
1.119048,6,939.320933
1.095238,5,939.445263
1.119048,6,939.606841
1.119048,6,939.813947
1.142857,7,939.994891
1.166667,8,940.230457
1.119048,6,940.419145
1.071429,4,940.52671
1.142857,7,940.754874
1.119048,6,940.927346
1.071429,4,941.105894
1.119048,6,941.286716
1.142857,7,941.517666
1.095238,5,941.710558
1.119048,6,941.899847
1.119048,6,942.067727
1.142857,7,942.259813
1.119048,6,942.467051
1.095238,5,942.597287
1.095238,5,942.726608
1.119048,6,942.94274
1.142857,7,943.127646
1.095238,5,943.244098
1.142857,7,943.46699
1.095238,5,943.597913
1.095238,5,943.720255
1.119048,6,943.921136
1.142857,7,944.126508
1.119048,6,944.293688
1.142857,7,944.515157
1.142857,7,944.771435
1.119048,6,944.938462
1.095238,5,945.071264
1.166667,8,945.370471
1.095238,5,945.497531
1.142857,7,945.723696
1.119048,6,945.872935
1.166667,8,946.079159
1.119048,6,946.277555
1.166667,8,946.493631
1.071429,4,946.590435
1.095238,5,946.701525
1.142857,7,946.910837
1.119048,6,947.050433
1.119048,6,947.198376
1.119048,6,947.4049
1.142857,7,947.578071
1.119048,6,947.711645
1.119048,6,947.891688
1.142857,7,948.066633
1.095238,5,948.185776
1.142857,7,948.402503
1.095238,5,948.525215
1.119048,6,948.675206
1.119048,6,948.868235
1.119048,6,949.003336
1.166667,8,949.18511
1.095238,5,949.291767
1.071429,4,949.413822
1.142857,7,949.577587
1.142857,7,949.743708
1.166667,8,949.976819
1.142857,7,950.133943
1.095238,5,950.287215
1.119048,6,950.418899
1.166667,8,950.607183
1.119048,6,950.740766
1.119048,6,950.916687
1.119048,6,951.06023
1.095238,5,951.172856
1.071429,4,951.304561
1.095238,5,951.422869
1.119048,6,951.564855
1.166667,8,951.795921
1.071429,4,951.881121
1.095238,5,952.01636
1.119048,6,952.167809
1.095238,5,952.293229
1.119048,6,952.48811
1.119048,6,952.635605
1.119048,6,952.775322
1.071429,4,952.909065
1.142857,7,953.07501
1.095238,5,953.185472
1.095238,5,953.348758
1.142857,7,953.523545
1.119048,6,953.669581
1.142857,7,953.884072
1.166667,8,954.085011
1.190476,9,954.308361
1.119048,6,954.497879
1.071429,4,954.585504
1.095238,5,954.699362
1.095238,5,954.812639
1.095238,5,954.969923
1.071429,4,955.05652
1.095238,5,955.170715
1.071429,4,955.258962
1.119048,6,955.446211
1.119048,6,955.586133
1.142857,7,955.754685
1.095238,5,955.911248
1.119048,6,956.052165
1.071429,4,956.140512
1.142857,7,956.351212
1.095238,5,956.467086
1.095238,5,956.579372
1.142857,7,956.745036
1.119048,6,956.92766
1.142857,7,957.096712
1.095238,5,957.210649
1.071429,4,957.33284
1.119048,6,957.511687
1.119048,6,957.65833
1.166667,8,957.905378
1.119048,6,958.048469
1.119048,6,958.192838
1.142857,7,958.362597
1.142857,7,958.584316
1.142857,7,958.775977
1.119048,6,958.964069
1.166667,8,959.160465
1.142857,7,959.318107
1.142857,7,959.543244
1.119048,6,959.692732
1.142857,7,959.877082
1.166667,8,960.134918
1.071429,4,960.231926
1.095238,5,960.350199
1.095238,5,960.467136
1.119048,6,960.65443
1.119048,6,960.797772
1.142857,7,960.965112
1.071429,4,961.08893
1.119048,6,961.228839
1.095238,5,961.352164
1.166667,8,961.563979
1.142857,7,961.780901
1.095238,5,961.902704
1.119048,6,962.052011
1.190476,9,962.336168
1.095238,5,962.47154
1.119048,6,962.663283
1.119048,6,962.80952
1.119048,6,962.956498
1.071429,4,963.04892
1.119048,6,963.234952
1.095238,5,963.350571
1.119048,6,963.48948
1.071429,4,963.569803
1.095238,5,963.717015
1.095238,5,963.82388
1.095238,5,963.927953
1.095238,5,964.035072
1.142857,7,964.235474
1.119048,6,964.37174
1.142857,7,964.532322
1.119048,6,964.70399
1.095238,5,967.000501
1.119048,6,967.143253
1.119048,6,967.325155
1.119048,6,967.471602
1.142857,7,967.629941
1.095238,5,967.779331
1.142857,7,967.938456
1.119048,6,968.072206
1.142857,7,968.273953
1.142857,7,968.440933
1.166667,8,968.65747
1.142857,7,968.879377
1.142857,7,969.06176
1.119048,6,969.215081
1.166667,8,969.462098
1.071429,4,969.55342
1.214286,10,969.858978
1.119048,6,969.994252
1.119048,6,970.128186
1.119048,6,970.260105
1.119048,6,970.442972
1.166667,8,970.661556
1.095238,5,970.823849
1.142857,7,970.99428
1.119048,6,971.135652
1.071429,4,971.22225
1.119048,6,971.407362
1.142857,7,971.577921
1.166667,8,971.772165
1.142857,7,971.992349
1.142857,7,972.177171
1.119048,6,972.330793
1.071429,4,972.467602
1.142857,7,972.652253
1.119048,6,972.805554
1.119048,6,972.997818
1.142857,7,973.182684
1.166667,8,973.397189
1.095238,5,973.558933
1.095238,5,973.684124
1.119048,6,973.839858
1.095238,5,973.963576
1.166667,8,974.216887
1.119048,6,974.370323
1.119048,6,974.575634
1.071429,4,974.671196
1.119048,6,974.803097
1.142857,7,974.961685
1.119048,6,975.135743
1.142857,7,975.294973
1.119048,6,975.446377
1.142857,7,975.668343
1.119048,6,975.821415
1.119048,6,975.97773
1.142857,7,976.186896
1.166667,8,976.370503
1.142857,7,976.535305
1.095238,5,976.68783
1.142857,7,976.853023
1.142857,7,977.018923
1.142857,7,977.223952
1.119048,6,977.355288
1.119048,6,977.492293
1.119048,6,977.668671
1.095238,5,977.778781
1.095238,5,977.893162
1.166667,8,978.086877
1.095238,5,978.24528
1.119048,6,978.391846
1.119048,6,978.536066
1.142857,7,978.750844
1.119048,6,978.897184
1.119048,6,979.043725
1.142857,7,979.255512
1.142857,7,979.424345
1.166667,8,979.628196
1.119048,6,979.82696
1.095238,5,979.951828
1.119048,6,980.100996
1.214286,10,980.385086
1.119048,6,980.52408
1.119048,6,980.708925
1.142857,7,980.895523
1.142857,7,981.076283
1.095238,5,981.201553
1.142857,7,981.437248
1.166667,8,981.641816
-0.904762,5,981.820155
1.119048,6,981.96263
1.142857,7,982.220145
-0.833333,8,982.577518
1.119048,6,982.726489
1.095238,5,982.850959
1.071429,4,982.944899
1.166667,8,983.18886
1.142857,7,983.369845
1.119048,6,983.566378
1.142857,7,983.755266
1.142857,7,983.942323
1.119048,6,984.144633
1.142857,7,984.317438
1.142857,7,984.501843
1.095238,5,984.661727
1.166667,8,984.873315
1.119048,6,985.027211
1.119048,6,985.21935
1.142857,7,985.385343
1.119048,6,985.522566
1.119048,6,985.702558
1.166667,8,985.894389
1.119048,6,986.036418
1.166667,8,986.303764
1.166667,8,986.498492
1.095238,5,986.622843
1.166667,8,986.887859
1.095238,5,987.01562
1.142857,7,987.248077
1.190476,9,987.507807
1.166667,8,987.757796
1.142857,7,987.939756
1.119048,6,988.100568
1.119048,6,988.254572
1.142857,7,988.476542
1.119048,6,988.61978
1.142857,7,988.83493
1.119048,6,988.976404
1.095238,5,989.09083
1.095238,5,989.211887
1.142857,7,989.439268
1.071429,4,989.536232
1.119048,6,989.680665
1.095238,5,989.79538
1.071429,4,989.926579
1.119048,6,990.058504
1.166667,8,990.249099
1.119048,6,990.438245
1.142857,7,990.601976
1.071429,4,990.684819
1.071429,4,990.813512
1.095238,5,990.928951
1.166667,8,991.135579
1.095238,5,991.257677
1.142857,7,991.483013
1.142857,7,991.655794
1.119048,6,991.799484
1.095238,5,991.955641
1.142857,7,992.125821
1.190476,9,992.392566
1.142857,7,992.562118
1.142857,7,992.731365
1.071429,4,992.860981
1.166667,8,993.058771
1.142857,7,993.228993
1.119048,6,993.41745
1.119048,6,993.551193
1.095238,5,993.658622
1.095238,5,993.765176
1.119048,6,993.951142
1.095238,5,994.064477
1.119048,6,994.204049
1.119048,6,994.346958
1.119048,6,994.543105
1.142857,7,994.712688
1.142857,7,994.886027
1.119048,6,995.077995
1.119048,6,995.226159
1.142857,7,995.416269
1.095238,5,995.591094
1.119048,6,995.740899
1.119048,6,995.885939
1.142857,7,996.058899
1.095238,5,996.211629
1.119048,6,996.351481
1.095238,5,996.468558
1.190476,9,996.732361
1.095238,5,996.846019
-0.809524,9,997.131838
1.142857,7,997.303205
1.119048,6,997.45514
1.142857,7,997.675531
1.142857,7,997.860776
1.095238,5,997.981138
1.119048,6,998.169977
1.166667,8,998.392218
1.142857,7,998.574185
1.119048,6,998.767981
1.119048,6,998.912115
1.142857,7,999.06975
1.166667,8,999.299799
1.119048,6,999.446455
1.142857,7,999.613989
1.095238,5,999.761502
1.119048,6,999.896414
1.142857,7,1000.066569
1.142857,7,1000.275505
1.142857,7,1000.446137
-0.785714,10,1000.767503
1.119048,6,1000.928185
1.142857,7,1001.126027
1.095238,5,1001.340434
1.119048,6,1001.504123
1.166667,8,1001.72886
1.142857,7,1001.965399
1.119048,6,1002.113875
1.119048,6,1002.28083
1.119048,6,1002.526218
-0.857143,7,1002.779446
1.095238,5,1002.930659
1.119048,6,1003.176067
1.142857,7,1003.389205
1.142857,7,1003.594132
1.119048,6,1003.809529
1.119048,6,1003.987517
1.119048,6,1004.145183
1.119048,6,1004.302294
1.071429,4,1004.447355
1.095238,5,1004.577347
1.119048,6,1004.738955
1.119048,6,1004.941143
1.095238,5,1005.071844
1.095238,5,1005.206169
1.166667,8,1005.46262
1.095238,5,1005.649097
1.119048,6,1005.836432
1.071429,4,1005.933131
1.142857,7,1006.204247
1.119048,6,1006.381763
1.119048,6,1006.545884
1.095238,5,1006.676207
-0.833333,8,1006.99387
1.142857,7,1007.166881
1.095238,5,1007.373297
1.095238,5,1007.492732
-0.880952,6,1007.677465
1.119048,6,1007.8823
1.095238,5,1008.012431
1.142857,7,1008.19872
1.142857,7,1008.388338
1.142857,7,1008.625955
1.119048,6,1008.777905
1.119048,6,1008.932391
1.119048,6,1009.137436
1.142857,7,1009.328135
1.142857,7,1009.564506
1.095238,5,1009.693724
1.119048,6,1009.859878
1.166667,8,1010.093726
1.190476,9,1010.414058
1.071429,4,1010.517896
1.119048,6,1010.688365
1.142857,7,1010.919263
1.119048,6,1011.072957
1.119048,6,1011.232384
1.119048,6,1011.45562
-0.809524,9,1011.758935
1.119048,6,1011.938186
1.071429,4,1012.091525
1.095238,5,1012.22689
1.142857,7,1012.400219
1.119048,6,1012.579144
1.142857,7,1012.752983
1.142857,7,1012.926553
1.142857,7,1013.1446
1.142857,7,1013.326341
1.119048,6,1013.469665
1.119048,6,1013.657939
1.142857,7,1013.830307
1.142857,7,1014.003408
1.071429,4,1014.138625
1.119048,6,1014.28075
1.119048,6,1014.427851
1.071429,4,1014.519618
1.095238,5,1014.682396
1.119048,6,1014.820029
1.119048,6,1014.965797
1.119048,6,1015.153031
1.142857,7,1015.343043
1.142857,7,1015.523774
1.095238,5,1015.653754
1.095238,5,1015.814078
1.166667,8,1016.013914
1.142857,7,1016.226129
1.166667,8,1016.422258
1.095238,5,1016.530429
1.166667,8,1016.762428
1.142857,7,1016.928309
1.166667,8,1017.11411
1.166667,8,1017.353631
1.119048,6,1017.535343
1.119048,6,1017.727552
1.119048,6,1017.870936
1.119048,6,1018.012528
1.142857,7,1018.18489
1.119048,6,1018.370653
1.119048,6,1018.514185
1.071429,4,1018.598637
1.119048,6,1018.792294
1.119048,6,1018.927607
1.166667,8,1019.10794
1.095238,5,1019.259052
1.166667,8,1019.45759
1.119048,6,1019.594478
1.095238,5,1019.703542
1.071429,4,1019.83649
1.142857,7,1020.010357
1.166667,8,1020.210635
1.119048,6,1020.392479
1.119048,6,1020.535668
1.142857,7,1020.702405
1.142857,7,1020.919761
1.142857,7,1021.077499
1.166667,8,1021.3042
1.142857,7,1021.469401
1.119048,6,1021.600554
1.119048,6,1021.77626
1.095238,5,1021.885698
1.095238,5,1021.996103
1.119048,6,1022.130389
1.095238,5,1022.281207
1.119048,6,1022.416489
1.119048,6,1022.566865
1.095238,5,1022.737962
1.142857,7,1022.924741
1.071429,4,1023.020295
1.166667,8,1023.226394
1.142857,7,1025.699137
1.095238,5,1025.82266
1.166667,8,1026.029116
1.142857,7,1026.227276
1.095238,5,1026.334879
1.142857,7,1026.49084
1.119048,6,1026.662848
1.142857,7,1026.81858
1.142857,7,1026.983481
1.166667,8,1027.22641
1.190476,9,1027.463194
1.119048,6,1027.672937
1.119048,6,1027.814486
1.166667,8,1028.013022
1.166667,8,1028.250101
1.119048,6,1028.396175
1.119048,6,1028.539245
-0.904762,5,1028.723826
1.142857,7,1028.88365
1.119048,6,1029.020909
1.142857,7,1029.221555
1.142857,7,1029.379002
1.166667,8,1029.629283
1.142857,7,1029.786077
1.166667,8,1029.969287
1.071429,4,1030.05391
1.119048,6,1030.261671
1.142857,7,1030.439801
1.142857,7,1030.665257
1.142857,7,1030.854634
1.119048,6,1030.984517
1.095238,5,1031.13889
1.119048,6,1031.276079
1.166667,8,1031.478319
1.119048,6,1031.621445
1.119048,6,1031.813184
1.142857,7,1032.014463
1.119048,6,1032.22
1.142857,7,1032.379078
1.142857,7,1032.556266
1.119048,6,1032.762573
1.166667,8,1032.977224
1.095238,5,1033.105318
1.095238,5,1033.240884
1.142857,7,1033.463223
1.142857,7,1033.639537
1.119048,6,1033.780014
1.142857,7,1033.992579
1.142857,7,1034.151027
1.142857,7,1034.352104
1.095238,5,1034.463269
1.095238,5,1034.572378
1.119048,6,1034.702067
1.119048,6,1034.892363
1.142857,7,1035.067238
1.142857,7,1035.226928
1.142857,7,1035.45661
1.095238,5,1035.575008
1.095238,5,1035.698625
1.071429,4,1035.793669
1.119048,6,1035.984972
1.095238,5,1036.106701
1.119048,6,1036.258286
1.119048,6,1036.407082
1.071429,4,1036.535577
1.119048,6,1036.678675
1.095238,5,1036.792827
1.119048,6,1036.974675
1.119048,6,1037.115565
1.142857,7,1037.287197
1.166667,8,1037.540652
1.142857,7,1037.724025
1.142857,7,1037.908456
1.119048,6,1038.113753
1.119048,6,1038.29177
1.142857,7,1038.493879
1.119048,6,1038.711805
1.119048,6,1038.881362
1.119048,6,1039.046959
1.071429,4,1039.203488
1.119048,6,1039.398079
-0.880952,6,1039.640276
1.142857,7,1039.838456
1.142857,7,1040.064411
1.142857,7,1040.246362
1.142857,7,1040.474766
1.119048,6,1040.631131
1.142857,7,1040.811984
1.071429,4,1040.908341
1.071429,4,1041.046273
1.095238,5,1041.175238
1.119048,6,1041.337566
1.119048,6,1041.512506
1.119048,6,1041.713623
1.142857,7,1041.907352
1.071429,4,1042.004129
1.095238,5,1042.131546
1.119048,6,1042.342386
1.095238,5,1042.461416
1.095238,5,1042.583112
1.095238,5,1042.762618
1.095238,5,1042.894081
1.119048,6,1043.056579
1.119048,6,1043.220564
-0.904762,5,1043.428274
1.119048,6,1043.597533
-0.833333,8,1043.852151
1.095238,5,1044.014934
1.119048,6,1044.159391
1.095238,5,1044.274079
1.142857,7,1044.499302
1.142857,7,1044.673569
1.119048,6,1044.822752
1.119048,6,1044.977026
1.095238,5,1045.151342
1.142857,7,1045.338025
1.071429,4,1045.425086
1.095238,5,1045.534521
1.142857,7,1045.742793
1.119048,6,1045.874938
1.142857,7,1046.078991
1.095238,5,1046.193236
1.142857,7,1046.378799
1.142857,7,1046.563784
1.071429,4,1046.695573
1.095238,5,1046.818106
1.119048,6,1046.972189
1.142857,7,1047.216572
1.095238,5,1047.337818
1.142857,7,1047.531243
-0.880952,6,1047.713423
1.142857,7,1047.939448
1.119048,6,1048.0958
1.142857,7,1048.268799
1.095238,5,1048.426895
1.142857,7,1048.597162
1.166667,8,1048.805125
1.142857,7,1049.029203
1.071429,4,1049.120215
1.142857,7,1049.289814
1.119048,6,1049.478894
1.119048,6,1049.628605
-0.904762,5,1049.778069
1.142857,7,1049.985861
1.119048,6,1050.117138
1.119048,6,1050.259171
1.119048,6,1050.44176
1.142857,7,1050.621302
1.095238,5,1050.738501
1.119048,6,1050.880011
1.119048,6,1051.064067
1.119048,6,1051.209437
1.119048,6,1051.352518
1.142857,7,1051.57331
1.166667,8,1051.769619
1.190476,9,1052.035162
1.166667,8,1052.23571
1.095238,5,1052.347714
1.166667,8,1052.585206
1.119048,6,1052.728736
1.119048,6,1052.86792
1.166667,8,1053.11386
1.190476,9,1053.343023
1.166667,8,1053.56657
-0.904762,5,1053.7631
1.119048,6,1053.919338
1.095238,5,1054.03331
1.119048,6,1054.217386
1.166667,8,1054.414899
1.095238,5,1054.530311
1.166667,8,1054.767343
1.119048,6,1054.908476
1.095238,5,1055.025123
1.142857,7,1055.234996
1.119048,6,1055.379573
1.119048,6,1055.521698
1.119048,6,1055.709629
1.166667,8,1055.906876
1.119048,6,1056.059764
1.190476,9,1056.32734
1.119048,6,1056.475142
1.142857,7,1056.647176
1.142857,7,1056.862242
1.119048,6,1057.014842
1.119048,6,1057.165417
1.119048,6,1057.345795
1.142857,7,1057.520476
1.142857,7,1057.690854
-0.833333,8,1057.965989
1.119048,6,1058.109427
1.119048,6,1058.250315
1.071429,4,1058.38078
1.095238,5,1058.49703
1.119048,6,1058.637979
1.119048,6,1058.783496
1.166667,8,1059.021724
1.142857,7,1059.205508
1.119048,6,1059.381915
1.142857,7,1059.65676
1.119048,6,1059.815197
1.119048,6,1060.057678
1.166667,8,1060.346684
-0.857143,7,1060.598916
1.119048,6,1060.815037
1.166667,8,1061.049373
1.119048,6,1061.223105
1.142857,7,1061.460805
1.095238,5,1061.587964
1.119048,6,1061.749719
1.166667,8,1062.003242
1.095238,5,1062.144394
1.095238,5,1062.272631
1.142857,7,1062.461098
1.166667,8,1062.758768
1.142857,7,1062.953576
1.166667,8,1063.229578
1.119048,6,1063.399715
1.119048,6,1063.595904
1.142857,7,1063.837379
1.095238,5,1063.971946
1.142857,7,1064.169365
1.142857,7,1064.411718
1.142857,7,1064.607651
1.166667,8,1064.842048
1.119048,6,1065.04858
1.142857,7,1065.237721
1.119048,6,1065.399765
1.142857,7,1065.646906
1.142857,7,1065.819825
1.142857,7,1065.991714
1.095238,5,1066.150309
1.119048,6,1066.291879
1.071429,4,1066.378727
1.119048,6,1066.533223
1.166667,8,1066.776573
1.142857,7,1066.950933
1.119048,6,1067.080922
1.119048,6,1067.26139
1.119048,6,1067.396685
1.119048,6,1067.547085
1.142857,7,1067.752723
1.119048,6,1067.882897
1.142857,7,1068.038611
1.142857,7,1068.236875
1.142857,7,1068.394843
1.190476,9,1068.648916
1.166667,8,1068.844945
1.119048,6,1068.976468
1.142857,7,1069.177149
1.142857,7,1069.3351
1.119048,6,1069.479717
1.119048,6,1069.665867
1.142857,7,1069.835672
1.119048,6,1069.978453
1.142857,7,1070.193219
1.142857,7,1070.367654
1.119048,6,1070.528029
1.142857,7,1070.755615
1.142857,7,1070.943938
1.119048,6,1071.101587
1.119048,6,1071.297603
1.095238,5,1071.423768
1.166667,8,1071.641966
1.119048,6,1071.826413
-0.904762,5,1071.963012
1.119048,6,1072.105374
1.119048,6,1072.245774
1.142857,7,1072.457217
1.119048,6,1072.599933
1.095238,5,1072.711531
1.142857,7,1072.926793
1.095238,5,1073.043094
1.095238,5,1073.157706
1.142857,7,1073.374452
1.142857,7,1073.553955
1.119048,6,1073.709852
1.119048,6,1073.852717
1.095238,5,1074.009841
1.119048,6,1074.160324
1.166667,8,1074.378637
1.119048,6,1074.567815
1.142857,7,1074.736062
1.119048,6,1074.876391
1.142857,7,1075.085334
1.119048,6,1075.230391
1.142857,7,1075.414175
1.119048,6,1075.612386
1.119048,6,1075.769519
1.119048,6,1075.923143
1.142857,7,1076.151559
1.119048,6,1076.310263
1.142857,7,1076.499976
1.166667,8,1076.744368
1.119048,6,1076.885908
1.119048,6,1077.028029
1.142857,7,1077.239815
1.119048,6,1077.382648
1.142857,7,1077.58314
1.095238,5,1077.70111
1.119048,6,1077.889031
1.190476,9,1078.118513
1.119048,6,1078.26185
1.095238,5,1078.421337
1.095238,5,1078.536557
1.119048,6,1078.678513
1.166667,8,1078.925509
1.119048,6,1079.054446
1.142857,7,1079.232518
1.142857,7,1079.460788
1.142857,7,1079.645142
1.119048,6,1079.798957
1.095238,5,1079.963897
1.095238,5,1080.085915
1.119048,6,1080.246505
1.190476,9,1080.527356
1.119048,6,1080.676012
1.142857,7,1080.860318
1.119048,6,1081.038468
1.166667,8,1081.223678
1.166667,8,1081.419621
1.142857,7,1081.62966
1.071429,4,1081.711387
1.119048,6,1084.069574
1.142857,7,1084.283855
1.119048,6,1084.431404
1.095238,5,1084.547497
1.119048,6,1084.691146
1.119048,6,1084.87649
1.142857,7,1085.049016
1.166667,8,1085.256601
1.095238,5,1085.414164
1.071429,4,1085.504652
1.142857,7,1085.682475
1.142857,7,1085.892221
1.119048,6,1086.034118
1.119048,6,1086.176896
1.142857,7,1086.347241
1.095238,5,1086.507903
1.166667,8,1086.720366
1.095238,5,1086.837183
1.119048,6,1087.029456
1.119048,6,1087.171284
1.119048,6,1087.318923
1.119048,6,1087.512206
1.119048,6,1087.658989
1.119048,6,1087.796365
1.119048,6,1087.937527
1.166667,8,1088.179039
1.119048,6,1088.320785
1.071429,4,1088.406392
1.119048,6,1088.594344
1.166667,8,1088.789911
1.119048,6,1088.931558
1.119048,6,1089.114213
-0.880952,6,1089.281735
1.142857,7,1089.45454
1.142857,7,1089.671306
1.119048,6,1089.813807
1.142857,7,1089.987207
1.142857,7,1090.207035
1.119048,6,1090.366351
1.119048,6,1090.525701
1.119048,6,1090.723065
1.142857,7,1090.911251
1.119048,6,1091.065176
1.142857,7,1091.286022
1.142857,7,1091.474599
1.095238,5,1091.59818
1.166667,8,1091.846187
1.119048,6,1091.98817
1.166667,8,1092.207213
1.119048,6,1092.463305
1.142857,7,1092.675644
1.095238,5,1092.796904
1.095238,5,1092.960073
1.119048,6,1093.104037
1.095238,5,1093.218932
1.119048,6,1093.362964
1.119048,6,1093.547987
1.142857,7,1093.722552
1.119048,6,1093.862996
1.142857,7,1094.087909
1.142857,7,1094.245607
1.095238,5,1094.353799
1.071429,4,1094.453162
1.119048,6,1094.651056
1.166667,8,1094.845808
1.119048,6,1094.988151
1.119048,6,1095.170134
1.071429,4,1095.26296
1.095238,5,1095.377857
1.095238,5,1095.504997
1.095238,5,1095.668084
1.142857,7,1095.84697
1.095238,5,1095.959745
1.119048,6,1096.108952
1.142857,7,1096.335359
1.119048,6,1096.489893
1.190476,9,1096.755445
1.166667,8,1096.939808
1.119048,6,1097.075852
1.119048,6,1097.260115
1.166667,8,1097.460636
1.119048,6,1097.606854
1.119048,6,1097.789361
1.142857,7,1097.967136
1.119048,6,1098.146942
1.071429,4,1098.254451
1.095238,5,1098.39075
1.142857,7,1098.644417
1.142857,7,1098.834323
1.095238,5,1098.998612
1.119048,6,1099.146331
1.119048,6,1099.290573
1.142857,7,1099.4653
1.142857,7,1099.680835
1.119048,6,1099.824783
